2026-03-01 00:54:00,oscar340.bravo9151.hunter3748.foxtrot7577.test,19,quarantine,ransomware
2026-03-01 00:55:00,lima3095.watch8037.test,4,monitor,spyware
2026-03-01 00:56:00,2001:db8f5:9d87:da4:f2fd:87f3:7480:1a4b,41,quarantine,spyware
2026-03-01 00:57:00,2001:db832:5b76:1003:6776:36cf:f882:621b,81,monitor,ransomware
2026-03-01 00:58:00,node324.zulu9111.report8685.localhost,47,block,ransomware
2026-03-01 00:59:00,golf8811.intel5424.golf1002.beacon7680.test,85,monitor,phishing
2026-03-01 01:00:00,intel8457.relay5928.bravo7252.test,76,monitor,phishing
2026-03-01 01:01:00,2001:db8ad:5147:ba50:bee6:90d7:c65b:d14a,13,block,ransomware
2026-03-01 01:02:00,november1698.block404.localhost,61,monitor,c2
2026-03-01 01:03:00,2001:db8ac:5583:216d:1768:98ad:94e7:e96f,44,monitor,malware
2026-03-01 01:04:00,cyber4306.detect61.feed2060.probe7362.invalid,64,quarantine,phishing
2026-03-01 01:05:00,192.0.2.43,39,alert,phishing
2026-03-01 01:06:00,victor2782.bravo8822.example,25,quarantine,botnet
2026-03-01 01:07:00,charlie4449.cyber1423.allow3894.xray7405.example,93,quarantine,ransomware
2026-03-01 01:08:00,alpha3722.cyber8786.watch751.alpha4095.invalid,56,monitor,ransomware
2026-03-01 01:09:00,mirror9510.delta4982.intel2682.test,86,block,c2
2026-03-01 01:10:00,kilo1061.xray3262.victor3282.sentinel6624.invalid,14,block,c2
2026-03-01 01:11:00,2001:db84f:1b8f:d7f:cb45:2a9f:3536:8660,91,quarantine,botnet
2026-03-01 01:12:00,whiskey480.foxtrot2385.proxy4545.guard5699.example,38,monitor,phishing
2026-03-01 01:13:00,block5.uniform1275.invalid,67,quarantine,spyware
2026-03-01 01:14:00,2001:db847:5f1b:f92c:58b2:556f:fab2:93e2,28,quarantine,ransomware
2026-03-01 01:15:00,2001:db8b4:7a7f:25:509c:2c76:8d47:cc82,2,alert,adware
2026-03-01 01:16:00,beacon1579.mirror1254.tracker8519.localhost,21,alert,adware
2026-03-01 01:17:00,2001:db8ea:62e0:7f5d:5b98:d493:3605:b746,40,quarantine,botnet
2026-03-01 01:18:00,delta1996.tango6629.block3016.test,16,monitor,botnet
2026-03-01 01:19:00,192.0.2.59,37,alert,adware
2026-03-01 01:20:00,2001:db8f4:136f:2e36:1cc2:771a:7007:a34,48,monitor,c2
2026-03-01 01:21:00,delta2077.feed2959.example,73,quarantine,malware
2026-03-01 01:22:00,golf733.papa602.mike2322.tango3527.test,3,quarantine,c2
2026-03-01 01:23:00,198.51.100.238,54,monitor,phishing
2026-03-01 01:24:00,mike2293.charlie3164.bravo9715.papa8016.localhost,42,monitor,spyware
2026-03-01 01:25:00,intel6922.watch8434.localhost,41,quarantine,spyware
2026-03-01 01:26:00,192.0.2.6,36,alert,botnet
2026-03-01 01:27:00,hotel5784.yankee9852.whiskey6337.lima139.invalid,43,monitor,phishing
2026-03-01 01:28:00,2001:db8f5:ef4f:4271:2c24:21a9:9e5b:cbdb,42,monitor,adware
2026-03-01 01:29:00,2001:db8c0:be52:d31e:dc76:a59b:7b3f:6d87,76,monitor,spyware
2026-03-01 01:30:00,2001:db8a1:12ef:963e:6736:166d:6620:1574,32,quarantine,botnet
2026-03-01 01:31:00,2001:db872:c0d9:c1cd:bb08:27da:80cf:c0ae,61,block,c2
2026-03-01 01:32:00,romeo1313.signal8056.localhost,66,block,ransomware
2026-03-01 01:33:00,probe23.probe1159.yankee5455.detect536.example,97,monitor,botnet
2026-03-01 01:34:00,delta6040.detect181.kilo5354.localhost,42,block,botnet
2026-03-01 01:35:00,2001:db8c6:b8a1:22a6:a69:c7e9:f0b5:164a,63,quarantine,botnet
2026-03-01 01:36:00,203.0.113.77,94,alert,malware
2026-03-01 01:37:00,feed1924.threat1110.block6865.invalid,58,quarantine,spyware
2026-03-01 01:38:00,hotel8694.romeo4073.xray7405.beacon7786.localhost,25,alert,adware
2026-03-01 01:39:00,2001:db81b:de5d:d542:3db7:7414:5da:c3d5,19,alert,spyware
2026-03-01 01:40:00,kilo1815.india8790.cyber7836.invalid,100,block,ransomware
2026-03-01 01:41:00,2001:db84a:b065:c64:9c11:56a8:b30e:e269,32,monitor,adware
2026-03-01 01:42:00,feed3186.probe9596.mirror5897.invalid,1,alert,c2
2026-03-01 01:43:00,india7041.node6994.audit2258.hotel7176.invalid,80,quarantine,botnet
2026-03-01 01:44:00,watch5953.whiskey1462.echo2936.localhost,19,alert,c2
2026-03-01 01:45:00,audit4579.threat3455.beacon8271.uniform5614.example,63,alert,botnet
2026-03-01 01:46:00,sentinel7939.zulu1334.example,69,monitor,spyware
2026-03-01 01:47:00,detect1703.relay7307.example,83,monitor,botnet
2026-03-01 01:48:00,core6620.papa557.hotel3947.zulu8006.example,78,block,c2
2026-03-01 01:49:00,allow9173.threat6915.hunter607.test,94,block,adware
2026-03-01 01:50:00,xray5921.proxy9649.detect9908.example,25,alert,phishing
2026-03-01 01:51:00,203.0.113.18,49,quarantine,adware
2026-03-01 01:52:00,203.0.113.92/25,2,alert,c2
2026-03-01 01:53:00,2001:db8b1:668f:7de:2321:2e2a:91a9:b239,27,monitor,c2
2026-03-01 01:54:00,2001:db8e7:ee9e:a0c8:d022:3dd1:b771:6a4f,4,block,adware
2026-03-01 01:55:00,2001:db832:1bd8:ec2a:2573:94d0:227d:805a,83,quarantine,malware
2026-03-01 01:56:00,2001:db84c:21bf:a8cd:3063:c5eb:917b:8105,48,quarantine,spyware
2026-03-01 01:57:00,2001:db8d5:43ed:5b0a:a50f:3b16:b458:f5f3,19,quarantine,adware
2026-03-01 01:58:00,detect1393.hotel2349.zulu6564.invalid,49,monitor,botnet
2026-03-01 01:59:00,foxtrot3854.xray47.november282.xray9149.localhost,57,alert,malware
2026-03-01 02:00:00,uniform9473.india3269.quebec2224.cyber9082.test,36,quarantine,c2
2026-03-01 02:01:00,block4399.watch9836.threat1479.localhost,26,quarantine,c2
2026-03-01 02:02:00,2001:db8e4:a475:3487:28fe:a7e5:975e:9ced,21,monitor,c2
2026-03-01 02:03:00,sierra9860.november8639.november1687.example,3,block,malware
2026-03-01 02:04:00,tracker2423.quebec9920.intel2415.quebec4054.test,42,quarantine,c2
2026-03-01 02:05:00,juliet4551.india4431.delta4080.november8759.invalid,19,alert,spyware
2026-03-01 02:06:00,xray6514.juliet7007.xray6327.xray200.example,93,quarantine,botnet
2026-03-01 02:07:00,papa1375.juliet6606.beacon7759.detect9284.test,4,quarantine,adware
2026-03-01 02:08:00,2001:db86f:e154:b3ce:6d15:4d80:d2cb:e280,42,quarantine,phishing
2026-03-01 02:09:00,quebec574.foxtrot2044.scan4892.xray8920.test,42,block,adware
2026-03-01 02:10:00,papa6279.cyber9001.allow8827.report8071.test,37,alert,botnet
2026-03-01 02:11:00,relay7806.uniform3794.signal3877.invalid,97,block,botnet
2026-03-01 02:12:00,edge4992.bravo1944.test,8,monitor,ransomware
2026-03-01 02:13:00,2001:db833:552a:d3fa:fc75:c1e6:b3d4:c02d,9,block,phishing
2026-03-01 02:14:00,2001:db8a6:8332:99c1:2f0e:ccb2:6f53:2786,20,block,botnet
2026-03-01 02:15:00,2001:db8ee:5da:85ea:b817:78fc:1fce:3c87,21,monitor,malware
2026-03-01 02:16:00,kilo7603.zulu7803.example,97,alert,c2
2026-03-01 02:17:00,golf8046.bravo6779.echo7972.invalid,44,block,ransomware
2026-03-01 02:18:00,whiskey4419.mike5504.india526.node9318.invalid,44,block,ransomware
2026-03-01 02:19:00,probe1996.edge1966.foxtrot9908.india6160.test,52,block,botnet
2026-03-01 02:20:00,2001:db870:cf92:9f38:3c1d:970f:bc2e:7113,54,quarantine,adware
2026-03-01 02:21:00,2001:db880:d7d1:ffcb:44d9:a1a7:f926:999e,20,block,spyware
2026-03-01 02:22:00,2001:db8e0:986d:1080:e643:868f:b278:2c89,27,quarantine,phishing
2026-03-01 02:23:00,mike4810.tracker8158.allow8271.example,15,alert,phishing
2026-03-01 02:24:00,beacon4104.hotel614.invalid,31,block,adware
2026-03-01 02:25:00,2001:db81c:f9ff:30d3:99cd:1322:c35a:282e,88,block,malware
2026-03-01 02:26:00,203.0.113.52/26,83,monitor,ransomware
2026-03-01 02:27:00,cyber3626.watch2729.report3379.invalid,6,block,phishing
2026-03-01 02:28:00,lima636.cyber4311.beacon6231.probe9567.test,98,monitor,phishing
2026-03-01 02:29:00,2001:db879:8308:6e6a:4c8d:d8b4:38ed:9382,18,alert,c2
2026-03-01 02:30:00,signal3312.foxtrot7271.invalid,50,quarantine,malware
2026-03-01 02:31:00,relay5204.cyber6413.feed6967.localhost,66,alert,ransomware
2026-03-01 02:32:00,juliet6504.scan7060.example,4,quarantine,botnet
2026-03-01 02:33:00,victor9331.feed4992.invalid,9,block,phishing
2026-03-01 02:34:00,lima7219.echo8057.mike6433.test,76,block,phishing
2026-03-01 02:35:00,bravo2033.tango3874.localhost,30,quarantine,malware
2026-03-01 02:36:00,2001:db865:c2eb:32ff:a183:f825:2d11:5f72,45,block,botnet
2026-03-01 02:37:00,probe4551.edge2342.localhost,48,monitor,ransomware
2026-03-01 02:38:00,allow1627.juliet5960.victor2258.hotel3308.localhost,28,monitor,botnet
2026-03-01 02:39:00,cyber4762.threat3094.echo7794.relay6021.test,1,alert,c2
2026-03-01 02:40:00,delta4255.charlie1816.delta4986.echo4321.example,72,alert,botnet
2026-03-01 02:41:00,mike9101.yankee5903.localhost,50,monitor,spyware
2026-03-01 02:42:00,2001:db89e:7d2c:2c24:de74:3b62:e820:1c2c,26,alert,c2
2026-03-01 02:43:00,2001:db826:56a9:47a8:fa04:5e3b:1e12:1151,26,alert,c2
2026-03-01 02:44:00,2001:db8c8:6cee:12c4:856f:f1b7:4c19:bb4c,51,block,adware
2026-03-01 02:45:00,2001:db81d:28f0:efa5:1f14:b8cb:d4f7:bcf6,37,quarantine,malware
2026-03-01 02:46:00,bravo1803.alpha717.india4069.invalid,58,quarantine,phishing
2026-03-01 02:47:00,2001:db889:56d3:c2ef:56c8:4716:89af:9a2d,24,block,malware
2026-03-01 02:48:00,198.51.100.82,50,block,adware
2026-03-01 02:49:00,signal1539.golf4991.example,27,monitor,spyware
2026-03-01 02:50:00,2001:db86b:f154:afaa:bb5a:5e29:ff5e:d90f,73,alert,spyware
2026-03-01 02:51:00,victor8857.report290.mirror518.threat1952.localhost,89,monitor,botnet
2026-03-01 02:52:00,juliet1610.detect2175.november599.localhost,39,alert,ransomware
2026-03-01 02:53:00,guard2091.quebec156.relay8415.test,7,monitor,botnet
2026-03-01 02:54:00,allow649.xray4697.zulu6702.beacon2114.localhost,33,monitor,botnet
2026-03-01 02:55:00,2001:db8c7:25a2:2a00:8933:4ef6:c28f:4efd,4,alert,malware
2026-03-01 02:56:00,scan5564.kilo4908.xray7144.test,28,monitor,spyware
2026-03-01 02:57:00,203.0.113.54,43,monitor,ransomware
2026-03-01 02:58:00,papa7074.node9670.localhost,93,quarantine,adware
2026-03-01 02:59:00,2001:db83c:ea6c:5855:984a:2b64:4494:a059,42,quarantine,ransomware
2026-03-01 03:00:00,2001:db853:f28e:e9fa:4c41:4791:a7eb:a316,78,monitor,ransomware
2026-03-01 03:01:00,2001:db82a:d17a:fbc3:d4cd:e340:fa36:55a2,62,alert,spyware
2026-03-01 03:02:00,uniform4404.november9530.localhost,86,monitor,malware
2026-03-01 03:03:00,2001:db8c2:a253:f5a8:b296:8c02:9359:3e66,79,block,malware
2026-03-01 03:04:00,block7078.bravo9709.example,4,block,spyware
2026-03-01 03:05:00,192.0.2.252,2,alert,malware
2026-03-01 03:06:00,detect4954.lima1839.example,39,quarantine,ransomware
2026-03-01 03:07:00,alpha6963.node8755.proxy5654.papa8653.invalid,94,monitor,malware
2026-03-01 03:08:00,oscar3329.mike4362.example,7,alert,phishing
2026-03-01 03:09:00,charlie6950.allow2798.localhost,83,monitor,ransomware
2026-03-01 03:10:00,proxy1280.relay8835.guard5120.beacon865.example,95,alert,malware
2026-03-01 03:11:00,uniform6514.relay3477.localhost,36,quarantine,adware
2026-03-01 03:12:00,juliet9825.alpha154.golf8887.example,3,alert,spyware
2026-03-01 03:13:00,yankee8457.mirror808.mike4771.feed6522.example,5,block,c2
2026-03-01 03:14:00,2001:db8e7:9237:fb7e:667d:3eca:457e:25ea,19,alert,ransomware
2026-03-01 03:15:00,whiskey7934.detect2951.tango3800.sierra7948.localhost,27,block,adware
2026-03-01 03:16:00,papa8309.audit895.localhost,96,block,ransomware
2026-03-01 03:17:00,delta8498.november5933.report3252.kilo8777.localhost,23,block,malware
2026-03-01 03:18:00,core5186.alpha2466.intel2417.allow5185.invalid,12,monitor,ransomware
2026-03-01 03:19:00,victor4479.echo9281.detect7787.threat3437.example,75,alert,c2
2026-03-01 03:20:00,198.51.100.177,3,quarantine,malware
2026-03-01 03:21:00,2001:db84d:e7d1:8b55:fbe6:6025:a42b:9ee,94,monitor,phishing
2026-03-01 03:22:00,romeo2236.bravo4234.example,9,quarantine,adware
2026-03-01 03:23:00,whiskey7007.intel6890.cyber7558.invalid,49,block,malware
2026-03-01 03:24:00,probe1235.report3508.sierra4345.invalid,64,quarantine,spyware
2026-03-01 03:25:00,cyber1808.hotel6056.watch4745.charlie8566.test,60,quarantine,phishing
2026-03-01 03:26:00,beacon4147.alpha7515.localhost,2,block,adware
2026-03-01 03:27:00,cyber8549.allow3547.localhost,9,alert,adware
2026-03-01 03:28:00,signal2461.bravo9621.yankee7815.guard613.example,37,quarantine,phishing
2026-03-01 03:29:00,india3868.hotel9355.proxy8197.hotel8552.example,35,block,adware
2026-03-01 03:30:00,2001:db863:d347:48ef:5268:5e34:710b:8167,35,monitor,phishing
2026-03-01 03:31:00,2001:db893:2a7:50dd:d056:f38e:f474:661f,89,quarantine,spyware
2026-03-01 03:32:00,tracker2.papa4926.charlie8511.example,1,block,spyware
2026-03-01 03:33:00,core982.detect3288.xray7578.juliet3939.test,73,quarantine,botnet
2026-03-01 03:34:00,2001:db851:b756:2550:a2be:709e:5e24:22e8,90,quarantine,spyware
2026-03-01 03:35:00,2001:db890:9e72:f022:6356:bc55:e195:ec61,30,block,c2
2026-03-01 03:36:00,probe3792.oscar5508.threat7852.delta8354.localhost,47,block,botnet
2026-03-01 03:37:00,yankee7606.threat1660.victor426.localhost,48,quarantine,spyware
2026-03-01 03:38:00,victor3667.watch9842.echo5624.yankee6253.localhost,61,monitor,c2
2026-03-01 03:39:00,sentinel1915.mirror5051.example,85,alert,adware
2026-03-01 03:40:00,intel5225.tracker1861.example,71,monitor,c2
2026-03-01 03:41:00,india723.delta2092.example,95,alert,ransomware
2026-03-01 03:42:00,signal5497.bravo3925.sierra2667.report1745.invalid,23,quarantine,c2
2026-03-01 03:43:00,intel2362.audit6899.papa3453.test,60,alert,spyware
2026-03-01 03:44:00,scan5342.cyber7389.test,38,monitor,spyware
2026-03-01 03:45:00,node5941.india7241.sentinel8571.example,87,quarantine,adware
2026-03-01 03:46:00,victor1341.watch416.test,70,quarantine,c2
2026-03-01 03:47:00,core9478.beacon2370.example,56,block,botnet
2026-03-01 03:48:00,uniform1138.kilo3070.example,33,monitor,c2
2026-03-01 03:49:00,2001:db856:57b:6746:926f:63b5:1135:769d,46,quarantine,ransomware
2026-03-01 03:50:00,feed6188.india9401.audit3273.mike4137.localhost,97,monitor,malware
2026-03-01 03:51:00,2001:db8f7:2064:559c:de8d:8d4a:d79a:9979,44,monitor,botnet
2026-03-01 03:52:00,allow4310.foxtrot2242.romeo1909.example,44,monitor,spyware
2026-03-01 03:53:00,bravo7167.alpha9721.test,74,monitor,spyware
2026-03-01 03:54:00,uniform6821.lima2464.localhost,27,quarantine,malware
2026-03-01 03:55:00,oscar4770.tracker8592.invalid,54,block,botnet
2026-03-01 03:56:00,allow6945.block6783.sentinel5464.test,70,block,botnet
2026-03-01 03:57:00,foxtrot4098.uniform2687.edge2025.invalid,14,block,c2
2026-03-01 03:58:00,sierra3150.block5634.localhost,71,monitor,adware
2026-03-01 03:59:00,203.0.113.141,30,alert,ransomware
2026-03-01 04:00:00,lima4290.golf344.test,15,alert,adware
2026-03-01 04:01:00,guard7355.yankee8373.probe3809.scan9626.invalid,48,quarantine,botnet
2026-03-01 04:02:00,scan1269.papa3344.example,85,quarantine,phishing
2026-03-01 04:03:00,echo205.watch6824.test,74,alert,adware
2026-03-01 04:04:00,2001:db8e1:c34c:bd22:5f87:e43c:16d8:86ce,53,block,phishing
2026-03-01 04:05:00,tango6455.echo7926.yankee7730.sentinel2956.example,82,quarantine,phishing
2026-03-01 04:06:00,2001:db833:fde:dcd6:547a:de4f:506f:1b6b,89,monitor,adware
2026-03-01 04:07:00,2001:db80f:9a4a:2c4a:9023:e017:c348:ca4c,1,block,ransomware
2026-03-01 04:08:00,cyber8090.tango3846.test,19,block,adware
2026-03-01 04:09:00,tango6564.delta1486.xray8760.victor1319.localhost,40,monitor,spyware
2026-03-01 04:10:00,report5042.allow8749.localhost,52,alert,spyware
2026-03-01 04:11:00,mike6490.hotel4545.localhost,27,block,spyware
2026-03-01 04:12:00,whiskey7355.cyber7369.proxy7139.sierra7817.test,25,block,malware
2026-03-01 04:13:00,oscar3326.feed3841.localhost,4,alert,malware
2026-03-01 04:14:00,romeo238.core7015.proxy4042.test,27,monitor,spyware
2026-03-01 04:15:00,yankee6948.proxy4044.papa7828.charlie5922.invalid,100,block,malware
2026-03-01 04:16:00,tracker6077.india9168.charlie9511.test,33,quarantine,malware
2026-03-01 04:17:00,core9312.signal8502.quebec2664.yankee7657.test,55,alert,adware
2026-03-01 04:18:00,tracker2751.core2737.invalid,52,block,adware
2026-03-01 04:19:00,sierra3310.juliet6157.november622.test,77,alert,c2
2026-03-01 04:20:00,2001:db894:873b:edb5:19a4:331a:5972:1432,50,alert,phishing
2026-03-01 04:21:00,charlie329.mirror8628.invalid,39,quarantine,botnet
2026-03-01 04:22:00,november6401.echo8758.yankee3086.localhost,76,quarantine,adware
2026-03-01 04:23:00,cyber1957.delta7265.invalid,79,block,adware
2026-03-01 04:24:00,allow1008.foxtrot3566.india9516.invalid,63,block,ransomware
2026-03-01 04:25:00,quebec4322.detect5129.threat2704.example,41,alert,malware
2026-03-01 04:26:00,edge8616.threat7434.localhost,33,quarantine,spyware
2026-03-01 04:27:00,2001:db81f:eabb:2b78:30ef:445b:c9e8:2650,50,block,ransomware
2026-03-01 04:28:00,hunter3328.lima9085.charlie6295.test,89,alert,adware
2026-03-01 04:29:00,beacon6219.romeo2791.india9560.intel1965.test,63,block,ransomware
2026-03-01 04:30:00,2001:db869:6b75:b385:db38:54fb:4749:69ca,5,quarantine,spyware
2026-03-01 04:31:00,192.0.2.52/28,12,quarantine,c2
2026-03-01 04:32:00,block6039.hotel9508.block1312.juliet8625.example,70,block,malware
2026-03-01 04:33:00,report5134.mike6789.zulu4117.beacon8444.localhost,32,block,ransomware
2026-03-01 04:34:00,papa9496.feed1387.example,49,alert,phishing
2026-03-01 04:35:00,proxy2139.intel5868.test,78,quarantine,malware
2026-03-01 04:36:00,2001:db89a:3f47:8166:f2e4:4e66:6936:4c3,42,alert,botnet
2026-03-01 04:37:00,tango7397.cyber8598.test,100,quarantine,phishing
2026-03-01 04:38:00,india8490.sierra6112.localhost,79,quarantine,malware
2026-03-01 04:39:00,papa8833.signal1932.sierra4902.block4810.example,2,monitor,botnet
2026-03-01 04:40:00,198.51.100.60/25,87,block,botnet
2026-03-01 04:41:00,golf786.kilo5211.mirror6383.lima5656.localhost,57,block,botnet
2026-03-01 04:42:00,signal6195.signal4268.tracker848.romeo1360.test,24,quarantine,c2
2026-03-01 04:43:00,lima3269.kilo9925.localhost,90,quarantine,spyware
2026-03-01 04:44:00,watch6587.oscar1507.edge9474.invalid,69,block,c2
2026-03-01 04:45:00,2001:db875:baeb:cd1a:8f2b:e6c5:5c1a:4324,75,block,adware
2026-03-01 04:46:00,romeo9424.beacon5151.golf5691.sierra2714.invalid,67,quarantine,phishing
2026-03-01 04:47:00,203.0.113.203,58,alert,spyware
2026-03-01 04:48:00,198.51.100.124/25,21,block,c2
2026-03-01 04:49:00,2001:db8c9:a37d:4c95:a756:710c:4e6f:19dd,77,alert,ransomware
2026-03-01 04:50:00,2001:db8e4:65dd:595d:91b8:b5d0:a672:f998,15,monitor,spyware
2026-03-01 04:51:00,watch86.intel5554.papa9529.test,10,monitor,ransomware
2026-03-01 04:52:00,audit2561.scan914.zulu4316.localhost,63,monitor,malware
2026-03-01 04:53:00,sierra2960.kilo8336.example,50,monitor,spyware
2026-03-01 04:54:00,mirror7002.audit1064.example,49,block,c2
2026-03-01 04:55:00,core3237.papa6948.test,24,monitor,c2
2026-03-01 04:56:00,cyber9866.core8974.proxy5354.localhost,88,quarantine,phishing
2026-03-01 04:57:00,2001:db85c:668d:af72:d181:ea46:4954:a1fd,92,quarantine,spyware
2026-03-01 04:58:00,192.0.2.25,90,block,malware
2026-03-01 04:59:00,2001:db80f:ec07:19ed:5602:ddc6:ca3d:fe04,22,monitor,phishing
2026-03-01 05:00:00,proxy862.signal2934.allow6420.tango2609.invalid,95,block,ransomware
2026-03-01 05:01:00,detect7417.whiskey4352.hotel9017.foxtrot5807.localhost,64,alert,spyware
2026-03-01 05:02:00,beacon6163.signal2585.bravo7979.foxtrot105.invalid,90,quarantine,malware
2026-03-01 05:03:00,192.0.2.194,91,alert,adware
2026-03-01 05:04:00,2001:db87f:cd36:d62b:12d2:b814:2b82:37ff,70,block,ransomware
2026-03-01 05:05:00,uniform4226.yankee1982.delta3319.test,61,block,c2
2026-03-01 05:06:00,block9267.threat4226.probe7800.node1960.example,56,quarantine,malware
2026-03-01 05:07:00,juliet3347.detect372.sierra6825.test,9,block,c2
2026-03-01 05:08:00,scan6706.lima53.tango4486.audit5746.invalid,86,alert,ransomware
2026-03-01 05:09:00,2001:db8d5:18e0:188e:375a:a1b:18b2:3b48,52,monitor,phishing
2026-03-01 05:10:00,romeo1885.quebec4053.localhost,16,block,phishing
2026-03-01 05:11:00,edge9404.block3535.allow4776.localhost,12,monitor,adware
2026-03-01 05:12:00,oscar4245.hotel4768.invalid,26,quarantine,adware
2026-03-01 05:13:00,intel695.papa8499.report6482.invalid,70,alert,botnet
2026-03-01 05:14:00,delta1411.threat6422.lima9767.localhost,34,quarantine,malware
2026-03-01 05:15:00,quebec257.report9557.invalid,85,monitor,botnet
2026-03-01 05:16:00,2001:db8eb:7dd0:ffa4:acd5:83c0:fa2c:fb2f,53,block,botnet
2026-03-01 05:17:00,block325.mirror6250.localhost,6,monitor,phishing
2026-03-01 05:18:00,2001:db8b8:279:a05d:7e0a:716b:df4b:8da8,19,alert,phishing
2026-03-01 05:19:00,2001:db846:3be0:5db8:bf21:4860:c6e4:d623,96,quarantine,malware
